,JEDI_OCC,JEDI_CODE,nJobs,SKILL_NAME,nSkills,intensity
5927,Actuary,J224111,1127,Customer Experience Improvement,2,0.0017746228926353148
5928,Actuary,J224111,1127,Customer Service,30,0.026619343389529725
5929,Actuary,J224111,1127,Data Analysis,60,0.05323868677905945
5930,Actuary,J224111,1127,Data Architecture,1,0.0008873114463176574
5931,Actuary,J224111,1127,Data Cleaning,2,0.0017746228926353148
5932,Actuary,J224111,1127,Data Collection,9,0.007985803016858917
5933,Actuary,J224111,1127,Data Entry,2,0.0017746228926353148
5934,Actuary,J224111,1127,Data Governance,1,0.0008873114463176574
5935,Actuary,J224111,1127,Data Management,50,0.04436557231588288
5936,Actuary,J224111,1127,Data Manipulation,17,0.015084294587400175
5937,Actuary,J224111,1127,Data Mapping,3,0.002661934338952973
5938,Actuary,J224111,1127,Data Mining,10,0.008873114463176575
5939,Actuary,J224111,1127,Data Modelling,5,0.004436557231588288
5940,Actuary,J224111,1127,Data Quality,5,0.004436557231588288
5941,Actuary,J224111,1127,Data Science,16,0.014196983141082519
5942,Actuary,J224111,1127,Data Structures,7,0.006211180124223602
5943,Actuary,J224111,1127,Data Transformation,1,0.0008873114463176574
5944,Actuary,J224111,1127,Data Trending,2,0.0017746228926353148
5945,Actuary,J224111,1127,Data Validation,4,0.0035492457852706297
5946,Actuary,J224111,1127,Data Warehousing,4,0.0035492457852706297
5947,Actuary,J224111,1127,Database Design,1,0.0008873114463176574
5948,Actuary,J224111,1127,Database Management,3,0.002661934338952973
5949,Actuary,J224111,1127,Database Upgrade,1,0.0008873114463176574
5950,Actuary,J224111,1127,Decision Support,4,0.0035492457852706297
5951,Actuary,J224111,1127,Derivatives,12,0.010647737355811891
5952,Actuary,J224111,1127,Description and Demonstration of Products,4,0.0035492457852706297
5953,Actuary,J224111,1127,Design Thinking,1,0.0008873114463176574
5954,Actuary,J224111,1127,Digital Marketing,2,0.0017746228926353148
5955,Actuary,J224111,1127,Distributed Computing,1,0.0008873114463176574
5956,Actuary,J224111,1127,Document Design,1,0.0008873114463176574
5957,Actuary,J224111,1127,Due Diligence,13,0.011535048802129548
5958,Actuary,J224111,1127,E-Commerce,4,0.0035492457852706297
5959,Actuary,J224111,1127,Econometrics,20,0.01774622892635315
5960,Actuary,J224111,1127,Economic Development,4,0.0035492457852706297
5961,Actuary,J224111,1127,Economic Models,3,0.002661934338952973
5962,Actuary,J224111,1127,Economics,58,0.05146406388642413
5963,Actuary,J224111,1127,Educational Materials,1,0.0008873114463176574
5964,Actuary,J224111,1127,Educational Materials Development,1,0.0008873114463176574
5965,Actuary,J224111,1127,Employee Engagement,1,0.0008873114463176574
5966,Actuary,J224111,1127,Employee Retention,1,0.0008873114463176574
5967,Actuary,J224111,1127,Employer Branding,1,0.0008873114463176574
5968,Actuary,J224111,1127,Estate Planning,1,0.0008873114463176574
5969,Actuary,J224111,1127,Expense Allocation,4,0.0035492457852706297
5970,Actuary,J224111,1127,Experiential Learning,1,0.0008873114463176574
5971,Actuary,J224111,1127,Experiments,6,0.005323868677905946
5972,Actuary,J224111,1127,External Auditing,2,0.0017746228926353148
5973,Actuary,J224111,1127,Extraction Transformation and Loading (ETL),4,0.0035492457852706297
5974,Actuary,J224111,1127,Federal Government Contracting,1,0.0008873114463176574
5975,Actuary,J224111,1127,Finance,48,0.042590949423247565
5976,Actuary,J224111,1127,Financial Accounting,4,0.0035492457852706297
5977,Actuary,J224111,1127,Financial Advising,7,0.006211180124223602
5978,Actuary,J224111,1127,Financial Analysis,36,0.03194321206743567
5979,Actuary,J224111,1127,Financial Controls,2,0.0017746228926353148
5980,Actuary,J224111,1127,Financial Forecasting,3,0.002661934338952973
5981,Actuary,J224111,1127,Financial Industry Knowledge,2,0.0017746228926353148
5982,Actuary,J224111,1127,Financial Management,22,0.019520851818988463
5983,Actuary,J224111,1127,Financial Modelling,44,0.03904170363797693
5984,Actuary,J224111,1127,Financial Operation,1,0.0008873114463176574
5985,Actuary,J224111,1127,Financial Planning,17,0.015084294587400175
5986,Actuary,J224111,1127,Financial Reporting,97,0.08606921029281278
5987,Actuary,J224111,1127,Financial Services Industy Experience,8,0.007098491570541259
5988,Actuary,J224111,1127,Financial Statements,9,0.007985803016858917
5989,Actuary,J224111,1127,Fire Protection,3,0.002661934338952973
5990,Actuary,J224111,1127,Forecasting,44,0.03904170363797693
5991,Actuary,J224111,1127,General Ledger,2,0.0017746228926353148
5992,Actuary,J224111,1127,Generalised Linear Model (GLM),4,0.0035492457852706297
5993,Actuary,J224111,1127,Generally Accepted Accounting Principles (GAAP),17,0.015084294587400175
5994,Actuary,J224111,1127,Global Positioning System (GPS),3,0.002661934338952973
5995,Actuary,J224111,1127,Grant Applications,1,0.0008873114463176574
5996,Actuary,J224111,1127,Graphic Design,1,0.0008873114463176574
5997,Actuary,J224111,1127,Health and Human Services,4,0.0035492457852706297
5998,Actuary,J224111,1127,Health Insurance Industry Knowledge,3,0.002661934338952973
5999,Actuary,J224111,1127,HR Consulting,1,0.0008873114463176574
6000,Actuary,J224111,1127,Impact Assessment,4,0.0035492457852706297
6001,Actuary,J224111,1127,Industry Analysis,3,0.002661934338952973
6002,Actuary,J224111,1127,Information Systems,7,0.006211180124223602
6003,Actuary,J224111,1127,Insurance Industry Knowledge,50,0.04436557231588288
6004,Actuary,J224111,1127,Insurance Knowledge,2,0.0017746228926353148
6005,Actuary,J224111,1127,Insurance Law,1,0.0008873114463176574
6006,Actuary,J224111,1127,Insurance Recommendation,2,0.0017746228926353148
6007,Actuary,J224111,1127,Insurance Underwriting,64,0.056787932564330075
6008,Actuary,J224111,1127,Intellectual Property,2,0.0017746228926353148
6009,Actuary,J224111,1127,Internal Auditing,17,0.015084294587400175
6010,Actuary,J224111,1127,International Accounting Standards,1,0.0008873114463176574
6011,Actuary,J224111,1127,International Financial Reporting Standards,73,0.064773735581189
6012,Actuary,J224111,1127,Investigational Review Board (IRB),1,0.0008873114463176574
6013,Actuary,J224111,1127,Investment Recommendations,14,0.012422360248447204
6014,Actuary,J224111,1127,Investment Strategy,7,0.006211180124223602
6015,Actuary,J224111,1127,Investor Relations,1,0.0008873114463176574
6016,Actuary,J224111,1127,Invoicing,6,0.005323868677905946
6017,Actuary,J224111,1127,Jackson Structured Design,1,0.0008873114463176574
6018,Actuary,J224111,1127,Key Performance Indicators (KPIs),2,0.0017746228926353148
6019,Actuary,J224111,1127,Knowledge Management,1,0.0008873114463176574
6020,Actuary,J224111,1127,KRAs,2,0.0017746228926353148
6021,Actuary,J224111,1127,Leadership Development,5,0.004436557231588288
6022,Actuary,J224111,1127,Lecturer,2,0.0017746228926353148
6023,Actuary,J224111,1127,Legal Compliance,3,0.002661934338952973
6024,Actuary,J224111,1127,Liability and Compensation Assessment,3,0.002661934338952973
6025,Actuary,J224111,1127,Life and Pensions,1,0.0008873114463176574
6026,Actuary,J224111,1127,Life Insurance Industry Knowledge,36,0.03194321206743567
6027,Actuary,J224111,1127,Life Insurance Sales,26,0.023070097604259092
6028,Actuary,J224111,1127,Lifecycle Management,1,0.0008873114463176574
6029,Actuary,J224111,1127,Liquidity Risk,4,0.0035492457852706297
6030,Actuary,J224111,1127,Logistics,2,0.0017746228926353148
6031,Actuary,J224111,1127,Machine Learning,29,0.025732031943212063
6032,Actuary,J224111,1127,Mainframe,12,0.010647737355811891
6033,Actuary,J224111,1127,Management Industry Knowledge,2,0.0017746228926353148
6034,Actuary,J224111,1127,Management Information System (MIS),1,0.0008873114463176574
6035,Actuary,J224111,1127,Management Reporting,17,0.015084294587400175
6036,Actuary,J224111,1127,Market Analysis,2,0.0017746228926353148
6037,Actuary,J224111,1127,Market Opportunity Identification,2,0.0017746228926353148
6038,Actuary,J224111,1127,Market Positioning,3,0.002661934338952973
6039,Actuary,J224111,1127,Market Pricing,2,0.0017746228926353148
6040,Actuary,J224111,1127,Market Research,1,0.0008873114463176574
6041,Actuary,J224111,1127,Market Risk,9,0.007985803016858917
6042,Actuary,J224111,1127,Market Structures,9,0.007985803016858917
6043,Actuary,J224111,1127,Market Trend,9,0.007985803016858917
6044,Actuary,J224111,1127,Marketing,1,0.0008873114463176574
6045,Actuary,J224111,1127,Marketing Analytics,1,0.0008873114463176574
6046,Actuary,J224111,1127,Materials Trends Analysis,8,0.007098491570541259
6047,Actuary,J224111,1127,Mathematical Modelling,27,0.023957409050576757
6048,Actuary,J224111,1127,Meeting Room Scheduling,1,0.0008873114463176574
6049,Actuary,J224111,1127,Memorandums Preparation,2,0.0017746228926353148
6050,Actuary,J224111,1127,Mergers and Acquisitions,28,0.024844720496894408
6051,Actuary,J224111,1127,Metadata,4,0.0035492457852706297
6052,Actuary,J224111,1127,Model Building,12,0.010647737355811891
6053,Actuary,J224111,1127,Multivariate Testing,5,0.004436557231588288
6054,Actuary,J224111,1127,Natural Language Processing,1,0.0008873114463176574
6055,Actuary,J224111,1127,Negotiation Skills,7,0.006211180124223602
6056,Actuary,J224111,1127,Network Infrastructure (Edge POE Devices),2,0.0017746228926353148
6057,Actuary,J224111,1127,New Business Development,2,0.0017746228926353148
6058,Actuary,J224111,1127,New Product Development,9,0.007985803016858917
6059,Actuary,J224111,1127,Occupational Health and Safety,1,0.0008873114463176574
6060,Actuary,J224111,1127,Onboarding,3,0.002661934338952973
6061,Actuary,J224111,1127,Operations Analysis,2,0.0017746228926353148
6062,Actuary,J224111,1127,Operations Management,1,0.0008873114463176574
6063,Actuary,J224111,1127,Optimisation,20,0.01774622892635315
6064,Actuary,J224111,1127,Outsourcing,2,0.0017746228926353148
6065,Actuary,J224111,1127,Paxus,2,0.0017746228926353148
6066,Actuary,J224111,1127,Payroll Processing,5,0.004436557231588288
6067,Actuary,J224111,1127,Peer Review,16,0.014196983141082519
6068,Actuary,J224111,1127,People Development,5,0.004436557231588288
6069,Actuary,J224111,1127,Performance Analysis,12,0.010647737355811891
6070,Actuary,J224111,1127,Performance Analytics,3,0.002661934338952973
6071,Actuary,J224111,1127,Performance Appraisals,9,0.007985803016858917
6072,Actuary,J224111,1127,Performance Improvement,3,0.002661934338952973
6073,Actuary,J224111,1127,Performance Management,10,0.008873114463176575
6074,Actuary,J224111,1127,Pest Control,1,0.0008873114463176574
6075,Actuary,J224111,1127,Physics,9,0.007985803016858917
6076,Actuary,J224111,1127,Pilates,1,0.0008873114463176574
6077,Actuary,J224111,1127,Policy Analysis,1,0.0008873114463176574
6078,Actuary,J224111,1127,Policy Development,19,0.01685891748003549
6079,Actuary,J224111,1127,Policy Evaluation,2,0.0017746228926353148
6080,Actuary,J224111,1127,Policy Implementation,1,0.0008873114463176574
6081,Actuary,J224111,1127,Policy Review,4,0.0035492457852706297
6082,Actuary,J224111,1127,Policy Terms Review,1,0.0008873114463176574
6083,Actuary,J224111,1127,Portfolio Analysis,3,0.002661934338952973
6084,Actuary,J224111,1127,Portfolio Management,17,0.015084294587400175
6085,Actuary,J224111,1127,Portfolio Valuations,1,0.0008873114463176574
6086,Actuary,J224111,1127,Predictive Analytics,13,0.011535048802129548
6087,Actuary,J224111,1127,Predictive Models,12,0.010647737355811891
6088,Actuary,J224111,1127,Prepare Presentations,3,0.002661934338952973
6089,Actuary,J224111,1127,Prepare Spreadsheets,7,0.006211180124223602
6090,Actuary,J224111,1127,Preparing Proposals,1,0.0008873114463176574
6091,Actuary,J224111,1127,Price Quotes,1,0.0008873114463176574
6092,Actuary,J224111,1127,Pricing,107,0.09494232475598936
6093,Actuary,J224111,1127,Pricing Analysis,19,0.01685891748003549
6094,Actuary,J224111,1127,Pricing Strategy,23,0.020408163265306117
6095,Actuary,J224111,1127,Process Design,1,0.0008873114463176574
6096,Actuary,J224111,1127,Process Improvement,38,0.03371783496007098
6097,Actuary,J224111,1127,Procurement Contracts,1,0.0008873114463176574
6098,Actuary,J224111,1127,Product and Equipment Pricing Information,72,0.06388642413487132
6099,Actuary,J224111,1127,Product Assortment,1,0.0008873114463176574
6100,Actuary,J224111,1127,Product Delivery,1,0.0008873114463176574
6101,Actuary,J224111,1127,Product Design,17,0.015084294587400175
6102,Actuary,J224111,1127,Product Development,66,0.058562555456965384
6103,Actuary,J224111,1127,Product Improvement,8,0.007098491570541259
6104,Actuary,J224111,1127,Product Knowledge,5,0.004436557231588288
6105,Actuary,J224111,1127,Product Management,14,0.012422360248447204
6106,Actuary,J224111,1127,Product Research,1,0.0008873114463176574
6107,Actuary,J224111,1127,Professional Services Marketing,2,0.0017746228926353148
6108,Actuary,J224111,1127,Profit Analysis,6,0.005323868677905946
6109,Actuary,J224111,1127,Profit Targets,1,0.0008873114463176574
6110,Actuary,J224111,1127,Project Management,91,0.08074534161490682
6111,Actuary,J224111,1127,Project Planning and Development Skills,5,0.004436557231588288
6112,Actuary,J224111,1127,Psychology,27,0.023957409050576757
6113,Actuary,J224111,1127,Purchasing,2,0.0017746228926353148
6114,Actuary,J224111,1127,QC Processes,8,0.007098491570541259
6115,Actuary,J224111,1127,Quality Assurance and Control,13,0.011535048802129548
6116,Actuary,J224111,1127,Quantitative Analysis,17,0.015084294587400175
6117,Actuary,J224111,1127,Quantitative Data Analysis,6,0.005323868677905946
6118,Actuary,J224111,1127,Questionnaires,22,0.019520851818988463
6119,Actuary,J224111,1127,Record Keeping,5,0.004436557231588288
6120,Actuary,J224111,1127,Refunds Exchanges and Adjustments,1,0.0008873114463176574
6121,Actuary,J224111,1127,Relational Databases,5,0.004436557231588288
6122,Actuary,J224111,1127,Report Writing,27,0.023957409050576757
6123,Actuary,J224111,1127,Requirements Verification and Validation,2,0.0017746228926353148
6124,Actuary,J224111,1127,Risk and Mitigation Analysis,18,0.01597160603371783
6125,Actuary,J224111,1127,Risk Assessment,4,0.0035492457852706297
6126,Actuary,J224111,1127,Risk Management,92,0.08163265306122447
6127,Actuary,J224111,1127,Risk Management Framework,14,0.012422360248447204
6128,Actuary,J224111,1127,Risk Modelling,2,0.0017746228926353148
6129,Actuary,J224111,1127,Risk Reporting,1,0.0008873114463176574
6130,Actuary,J224111,1127,Robotics,1,0.0008873114463176574
6131,Actuary,J224111,1127,Root Cause Analysis,2,0.0017746228926353148
6132,Actuary,J224111,1127,Sales,6,0.005323868677905946
6133,Actuary,J224111,1127,Sales Goals,2,0.0017746228926353148
6134,Actuary,J224111,1127,Scheduling,3,0.002661934338952973
6135,Actuary,J224111,1127,Segmentation Analysis,1,0.0008873114463176574
6136,Actuary,J224111,1127,Service Level Agreement,1,0.0008873114463176574
6137,Actuary,J224111,1127,Simulation,8,0.007098491570541259
6138,Actuary,J224111,1127,Skin Cancer knowledge,1,0.0008873114463176574
6139,Actuary,J224111,1127,Social Services,17,0.015084294587400175
6140,Actuary,J224111,1127,Solvency II Directive,14,0.012422360248447204
6141,Actuary,J224111,1127,Sonata,1,0.0008873114463176574
6142,Actuary,J224111,1127,Spreadsheets,33,0.029281277728482692
6143,Actuary,J224111,1127,Staff Development,4,0.0035492457852706297
6144,Actuary,J224111,1127,Staff Management,9,0.007985803016858917
6145,Actuary,J224111,1127,Stakeholder Management,143,0.12688553682342502
6146,Actuary,J224111,1127,Statistical Analysis,24,0.021295474711623782
6147,Actuary,J224111,1127,Statistical Methods,5,0.004436557231588288
6148,Actuary,J224111,1127,Statistical Reporting,14,0.012422360248447204
6149,Actuary,J224111,1127,Statistics,46,0.040816326530612235
6150,Actuary,J224111,1127,Statutory Accounts,2,0.0017746228926353148
6151,Actuary,J224111,1127,Stochastic Processes,23,0.020408163265306117
6152,Actuary,J224111,1127,Storage Systems,1,0.0008873114463176574
6153,Actuary,J224111,1127,Strategic Planning,14,0.012422360248447204
6154,Actuary,J224111,1127,Strategic Recommendations,8,0.007098491570541259
6155,Actuary,J224111,1127,Surveys,22,0.019520851818988463
6156,Actuary,J224111,1127,Survival Analysis,2,0.0017746228926353148
6157,Actuary,J224111,1127,Sustainability,27,0.023957409050576757
6158,Actuary,J224111,1127,System Implementation,1,0.0008873114463176574
6159,Actuary,J224111,1127,System Maintenance,3,0.002661934338952973
6160,Actuary,J224111,1127,Systems Development,4,0.0035492457852706297
6161,Actuary,J224111,1127,Systems Integration,2,0.0017746228926353148
6162,Actuary,J224111,1127,Talent Acquisition,5,0.004436557231588288
6163,Actuary,J224111,1127,Talent Management,2,0.0017746228926353148
6164,Actuary,J224111,1127,Tax Law,1,0.0008873114463176574
6165,Actuary,J224111,1127,Tax Returns,3,0.002661934338952973
6166,Actuary,J224111,1127,Teaching,1,0.0008873114463176574
6167,Actuary,J224111,1127,Team Management,4,0.0035492457852706297
6168,Actuary,J224111,1127,Teamwork / Collaboration,115,0.1020408163265306
6169,Actuary,J224111,1127,Technical Analysis,8,0.007098491570541259
6170,Actuary,J224111,1127,Technical Assistance,5,0.004436557231588288
6171,Actuary,J224111,1127,Technical Support,21,0.018633540372670808
6172,Actuary,J224111,1127,Technical Training,3,0.002661934338952973
6173,Actuary,J224111,1127,Technical Writing / Editing,3,0.002661934338952973
6174,Actuary,J224111,1127,TensorFlow,2,0.0017746228926353148
6175,Actuary,J224111,1127,Tool Development,1,0.0008873114463176574
6176,Actuary,J224111,1127,Training Materials,1,0.0008873114463176574
6177,Actuary,J224111,1127,Training Programmes,3,0.002661934338952973
6178,Actuary,J224111,1127,Travel Arrangements,1,0.0008873114463176574
6179,Actuary,J224111,1127,Unit Testing,3,0.002661934338952973
6180,Actuary,J224111,1127,Value Proposition,1,0.0008873114463176574
6181,Actuary,J224111,1127,Version Control,6,0.005323868677905946
6182,Actuary,J224111,1127,Waterfall Development Process,1,0.0008873114463176574
6183,Actuary,J224111,1127,Wealth Management,62,0.055013309671694766
6184,Actuary,J224111,1127,Web Application Development,1,0.0008873114463176574
6185,Actuary,J224111,1127,Web Development,1,0.0008873114463176574
6186,Actuary,J224111,1127,Workers' Compensation,18,0.01597160603371783
6187,Actuary,J224111,1127,Workflow Management,2,0.0017746228926353148
6188,Actuary,J224111,1127,Working With Patient And/Or Condition: Trauma,2,0.0017746228926353148
6189,Actuary,J224111,1127,Workplace Health and Safety,1,0.0008873114463176574
6190,Actuary,J224111,1127,Yoga,1,0.0008873114463176574
14441,Bank Worker,J552111,6061,Account Auditing,42,0.006929549579277347
14442,Bank Worker,J552111,6061,Account Closing,5,0.0008249463784853983
14443,Bank Worker,J552111,6061,Account Development,1,0.00016498927569707968
14444,Bank Worker,J552111,6061,Account Information Maintenance,1,0.00016498927569707968
14445,Bank Worker,J552111,6061,Account Management,14,0.002309849859759116
14446,Bank Worker,J552111,6061,Account Reconciliation,65,0.01072430292031018
14447,Bank Worker,J552111,6061,Account Strategy,1,0.00016498927569707968
14448,Bank Worker,J552111,6061,Accounting,141,0.02326348787328824
14449,Bank Worker,J552111,6061,Accounting Management,1,0.00016498927569707968
14450,Bank Worker,J552111,6061,Accounting Systems,3,0.0004949678270912389
14451,Bank Worker,J552111,6061,Accounts Payable / Accounts Receivable,41,0.006764560303580267
14452,Bank Worker,J552111,6061,Accruals,1,0.00016498927569707968
14453,Bank Worker,J552111,6061,Ad Hoc Reporting,1,0.00016498927569707968
14454,Bank Worker,J552111,6061,Ad Serving,1,0.00016498927569707968
14455,Bank Worker,J552111,6061,Administrative Functions,8,0.0013199142055766375
14456,Bank Worker,J552111,6061,Administrative Support,57,0.009404388714733545
14457,Bank Worker,J552111,6061,Advertising,1,0.00016498927569707968
14458,Bank Worker,J552111,6061,Agribusiness,48,0.007919485233459825
14459,Bank Worker,J552111,6061,Alternative Financing,1,0.00016498927569707968
14460,Bank Worker,J552111,6061,Alternative Investments,2,0.00032997855139415937
14461,Bank Worker,J552111,6061,Alteryx,9,0.0014849034812737172
14462,Bank Worker,J552111,6061,Anti Money Laundering (AML),82,0.013529120607160534
14463,Bank Worker,J552111,6061,API Management,1,0.00016498927569707968
14464,Bank Worker,J552111,6061,Application Lifecycle Management,2,0.00032997855139415937
14465,Bank Worker,J552111,6061,Application Packaging,6,0.0009899356541824779
14466,Bank Worker,J552111,6061,Application Support,1,0.00016498927569707968
14467,Bank Worker,J552111,6061,Applied Statistics,1,0.00016498927569707968
14468,Bank Worker,J552111,6061,Appointment Setting,131,0.02161359511631744
14469,Bank Worker,J552111,6061,Art Direction,1,0.00016498927569707968
14470,Bank Worker,J552111,6061,Asset Management,15,0.0024748391354561953
14471,Bank Worker,J552111,6061,Audit Engagements,2,0.00032997855139415937
14472,Bank Worker,J552111,6061,Audit Experience,2,0.00032997855139415937
14473,Bank Worker,J552111,6061,Audit Management,1,0.00016498927569707968
14474,Bank Worker,J552111,6061,Audit Planning,2,0.00032997855139415937
14475,Bank Worker,J552111,6061,Audit Reports,1,0.00016498927569707968
14476,Bank Worker,J552111,6061,Automation Consulting,1,0.00016498927569707968
14477,Bank Worker,J552111,6061,B2B Advertising,1,0.00016498927569707968
14478,Bank Worker,J552111,6061,Balance Sheet,39,0.006434581752186108
14479,Bank Worker,J552111,6061,Balance Sheet Analysis,3,0.0004949678270912389
14480,Bank Worker,J552111,6061,Bank Account Management,1,0.00016498927569707968
14481,Bank Worker,J552111,6061,Bank Account Opening,1,0.00016498927569707968
14482,Bank Worker,J552111,6061,Bank Experience Enhancement,23,0.0037947533410328327
14483,Bank Worker,J552111,6061,Bank Product Promotion,45,0.007424517406368586
14484,Bank Worker,J552111,6061,Bank Reconciliation,64,0.0105593136446131
14485,Bank Worker,J552111,6061,Bank Transaction Processing,3,0.0004949678270912389
14486,Bank Worker,J552111,6061,Banking Industry Knowledge,76,0.012539184952978056
14487,Bank Worker,J552111,6061,Banking Services Enquiries,3,0.0004949678270912389
14488,Bank Worker,J552111,6061,Bartending,1,0.00016498927569707968
14489,Bank Worker,J552111,6061,Basel II,3,0.0004949678270912389
14490,Bank Worker,J552111,6061,Basel III,3,0.0004949678270912389
14491,Bank Worker,J552111,6061,Big Data,12,0.0019798713083649558
14492,Bank Worker,J552111,6061,Big Data Analytics,2,0.00032997855139415937
14493,Bank Worker,J552111,6061,Billing Systems,1,0.00016498927569707968
14494,Bank Worker,J552111,6061,Biologics Development,12,0.0019798713083649558
14495,Bank Worker,J552111,6061,Biology,1,0.00016498927569707968
14496,Bank Worker,J552111,6061,Blockchain,1,0.00016498927569707968
14497,Bank Worker,J552111,6061,Boilermaking,1,0.00016498927569707968
14498,Bank Worker,J552111,6061,Bookkeeping,18,0.0029698069625474343
14499,Bank Worker,J552111,6061,Brand Identity,4,0.0006599571027883187
14500,Bank Worker,J552111,6061,Brokerage Industry Knowledge,4,0.0006599571027883187
